Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Number of Dead,Country of Origin,Region of Origin,UNSD Geographical Grouping,Incident year,Number of Missing
2014.MMP00229,2014.MMP00229,Incident,Eastern Africa,17/10/2014,1,Unknown,Eastern Africa,Uncategorized,2014,0
2014.MMP00230,2014.MMP00230,Incident,Eastern Africa,17/10/2014,1,Unknown,Eastern Africa,Uncategorized,2014,0
2014.MMP00231,2014.MMP00231,Incident,Eastern Africa,17/10/2014,1,Unknown,Eastern Africa,Uncategorized,2014,0
2014.MMP00232,2014.MMP00232,Incident,Eastern Africa,17/10/2014,1,Unknown,Eastern Africa,Uncategorized,2014,0
2014.MMP00233,2014.MMP00233,Incident,Eastern Africa,17/10/2014,1,Unknown,Eastern Africa,Uncategorized,2014,0
2014.MMP00234,2014.MMP00234,Incident,Europe,20/10/2014,1,Ethiopia,Eastern Africa,Western Europe,2014,0
2014.MMP00235,2014.MMP00235,Incident,Europe,24/10/2014,1,Sudan,Northern Africa,Western Europe,2014,0
2014.MMP00236,2014.MMP00236,Incident,Caribbean,27/10/2014,0,Cuba,Caribbean,Caribbean,2014,2
2014.MMP00237,2014.MMP00237,Incident,Mediterranean,29/10/2014,0,Unknown,Unknown,Uncategorized,2014,20
2014.MMP00238,2014.MMP00238,Cumulative Incident,Central America,31/10/2014,41,Guatemala,Central America,Central America,2014,0
2014.MMP00239,2014.MMP00239,Incident,Western Asia,8/11/2014,27,Afghanistan,Southern Asia,Western Asia,2014,11
2014.MMP00240,2014.MMP00240,Incident,Mediterranean,8/11/2014,0,Afghanistan,Southern Asia,Uncategorized,2014,4
2014.MMP00241,2014.MMP00241,Incident,Eastern Africa,11/11/2014,0,Ethiopia,Eastern Africa,Eastern Africa,2014,30
2014.MMP00242,2014.MMP00242,Incident,Europe,19/11/2014,2,Unknown,Unknown,Western Europe,2014,0
2014.MMP00243,2014.MMP00243,Cumulative Incident,Mediterranean,26/11/2014,0,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,6
2014.MMP00244,2014.MMP00244,Cumulative Incident,Mediterranean,26/11/2014,0,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,12
2014.MMP00245,2014.MMP00245,Incident,Europe,30/11/2014,4,Afghanistan,Southern Asia,Eastern Europe,2014,0
2014.MMP00246,2014.MMP00246,Incident,Europe,1/12/2014,1,Unknown,Eastern Africa (P),Western Europe,2014,0
2014.MMP00247,2014.MMP00247,Incident,Mediterranean,5/12/2014,17,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,0
2014.MMP00248,2014.MMP00248,Incident,Mediterranean,5/12/2014,0,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,23
2014.MMP00249,2014.MMP00249,Incident,Western Asia,7/12/2014,21,Ethiopia,Eastern Africa,Eastern Africa,2014,3
2014.MMP00250,2014.MMP00250,Incident,Europe,12/12/2014,1,Sudan,Northern Africa,Northern Europe,2014,0
2014.MMP00251,2014.MMP00251,Incident,Caribbean,19/12/2014,0,Cuba,Caribbean,Caribbean,2014,1
2014.MMP00252,2014.MMP00252,Incident,Mediterranean,19/12/2014,9,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00253,2014.MMP00253,Incident,Mediterranean,23/12/2014,5,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00254,2014.MMP00254,Incident,Mediterranean,24/12/2014,0,Unknown,Unknown,Uncategorized,2014,30
2014.MMP00255,2014.MMP00255,Incident,Mediterranean,28/12/2014,0,Syrian Arab Republic,Western Asia,Uncategorized,2014,2
2014.MMP00256,2014.MMP00256,Incident,Mediterranean,29/12/2014,0,Syrian Arab Republic,Western Asia,Uncategorized,2014,9
2014.MMP00257,2014.MMP00257,Incident,Northern Africa,30/11/2014,1,Unknown,Unknown,Northern Africa,2014,0
2014.MMP00258,2014.MMP00258,Cumulative Incident,Mediterranean,30/12/2014,4,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00259,2014.MMP00259,Cumulative Incident,South-eastern Asia,31/12/2014,0,Unknown,South-eastern Asia,South-eastern Asia,2014,750
2014.MMP00260,2014.MMP00260,Cumulative Incident,Eastern Africa,30/9/2014,16,,Unknown,Uncategorized,2014,0
2014.MMP00261,2014.MMP00261,Cumulative Incident,North America,30/9/2014,111,Mixed,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01000,2014.MMP01000,Incident,North America,2/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01001,2014.MMP01001,Incident,North America,26/2/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01002,2014.MMP01002,Incident,North America,27/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01003,2014.MMP01003,Incident,North America,12/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01004,2014.MMP01004,Incident,North America,15/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01005,2014.MMP01005,Incident,North America,3/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01006,2014.MMP01006,Incident,North America,17/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01007,2014.MMP01007,Incident,North America,17/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01008,2014.MMP01008,Incident,North America,6/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01009,2014.MMP01009,Incident,North America,9/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01010,2014.MMP01010,Incident,North America,1/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01011,2014.MMP01011,Incident,North America,3/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01012,2014.MMP01012,Incident,North America,9/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01013,2014.MMP01013,Incident,North America,12/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01014,2014.MMP01014,Incident,North America,15/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01015,2014.MMP01015,Incident,North America,15/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01016,2014.MMP01016,Incident,North America,19/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01017,2014.MMP01017,Incident,North America,21/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01018,2014.MMP01018,Incident,North America,24/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01019,2014.MMP01019,Incident,North America,28/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01020,2014.MMP01020,Incident,North America,29/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01021,2014.MMP01021,Incident,North America,29/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01022,2014.MMP01022,Incident,North America,30/10/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01023,2014.MMP01023,Incident,North America,6/11/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01024,2014.MMP01024,Incident,North America,10/11/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01025,2014.MMP01025,Incident,North America,12/11/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01026,2014.MMP01026,Incident,North America,16/11/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01027,2014.MMP01027,Incident,North America,26/11/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01028,2014.MMP01028,Incident,North America,27/11/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01029,2014.MMP01029,Incident,North America,27/11/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01030,2014.MMP01030,Incident,North America,27/11/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01031,2014.MMP01031,Incident,North America,3/12/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01032,2014.MMP01032,Incident,North America,6/12/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01033,2014.MMP01033,Incident,North America,9/12/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01034,2014.MMP01034,Incident,North America,13/12/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01035,2014.MMP01035,Incident,North America,28/12/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01036,2014.MMP01036,Incident,North America,28/12/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP01037,2014.MMP01037,Incident,North America,31/12/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP1000,2014.MMP1000,Incident,North America,30/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP1039,"2014.MMP1039, 2014.MMP1039310",Split Incident,Mediterranean,27/10/2014,0,"State of Palestine, Sudan","Western Asia, Northern Africa",Uncategorized,2014,3
2015.MMP00001,2015.MMP00001,Incident,Eastern Africa,1/1/2015,1,Ethiopia,Eastern Africa,Eastern Africa,2015,0
2015.MMP00002,2015.MMP00002,Incident,Eastern Africa,1/1/2015,2,Somalia,Eastern Africa,Eastern Africa,2015,0
2015.MMP00003,2015.MMP00003,Incident,Western Asia,1/1/2015,1,Unknown,Eastern Africa (P),Western Asia,2015,0
2015.MMP00004,2015.MMP00004,Incident,Western Asia,1/1/2015,1,Unknown,Eastern Africa (P),Western Asia,2015,0
2015.MMP00005,2015.MMP00005,Incident,South-eastern Asia,9/1/2015,3,Myanmar,South-eastern Asia,South-eastern Asia,2015,0
2015.MMP00006,2015.MMP00006,Incident,Caribbean,3/1/2015,1,Cuba,Caribbean,Caribbean,2015,0
2015.MMP00007,2015.MMP00007,Incident,Europe,3/1/2015,1,Syrian Arab Republic,Western Asia,Southern Europe,2015,0
2015.MMP00008,2015.MMP00008,Incident,North America,4/1/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00010,2015.MMP00010,Incident,Mediterranean,4/1/2015,5,Unknown,Unknown,Uncategorized,2015,0
2015.MMP00011,2015.MMP00011,Incident,Eastern Africa,7/1/2015,2,Zimbabwe,Eastern Africa,Eastern Africa,2015,0
2015.MMP00013,2015.MMP00013,Incident,Europe,8/1/2015,1,Syrian Arab Republic,Western Asia,Southern Europe,2015,0
2015.MMP00014,2015.MMP00014,Incident,North America,9/1/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00015,2015.MMP00015,Incident,North America,10/1/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00016,2015.MMP00016,Incident,South-eastern Asia,11/1/2015,1,Myanmar,South-eastern Asia,South-eastern Asia,2015,0
2015.MMP00017,2015.MMP00017,Incident,South-eastern Asia,14/1/2015,2,Myanmar,South-eastern Asia,South-eastern Asia,2015,0
2015.MMP00018,2015.MMP00018,Incident,South-eastern Asia,15/1/2015,6,Cambodia,Southern Asia,South-eastern Asia,2015,0
2015.MMP00019,2015.MMP00019,Incident,Mediterranean,16/1/2015,9,Unknown,Unknown,Uncategorized,2015,36
2015.MMP00020,2015.MMP00020,Incident,Central America,17/1/2015,1,Honduras,Central America,Central America,2015,0
2015.MMP00021,2015.MMP00021,Incident,Mediterranean,18/1/2015,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2015,0
2015.MMP00022,2015.MMP00022,Incident,Central America,19/1/2015,1,Honduras,Central America,Central America,2015,0
2015.MMP00023,2015.MMP00023,Incident,Central America,20/1/2015,1,El Salvador,Central America,Central America,2015,0
2015.MMP00024,2015.MMP00024,Incident,Northern Africa,20/1/2015,12,Nigeria,Western Africa,Northern Africa,2015,0
2015.MMP00025,2015.MMP00025,Incident,Mediterranean,22/1/2015,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2015,20
2015.MMP00026,2015.MMP00026,Incident,Northern Africa,23/1/2015,1,Syrian Arab Republic,Western Asia,Northern Africa,2015,0
2015.MMP00027,2015.MMP00027,Incident,North America,25/1/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00028,2015.MMP00028,Incident,North America,27/1/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00029,2015.MMP00029,Incident,North America,27/1/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00030,2015.MMP00030,Incident,Caribbean,28/1/2015,1,Haiti,Caribbean,Caribbean,2015,0
2015.MMP00031,2015.MMP00031,Incident,South-eastern Asia,29/1/2015,8,Bangladesh,South-eastern Asia,South-eastern Asia,2015,49
2015.MMP00032,2015.MMP00032,Incident,Mediterranean,30/1/2015,8,Guinea,Western Africa,Uncategorized,2015,2
2015.MMP00033,2015.MMP00033,Incident,North America,30/1/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00034,2015.MMP00034,Incident,Northern Africa,31/1/2015,1,Ghana,Western Africa,Northern Africa,2015,0
2015.MMP00035,2015.MMP00035,Incident,Northern Africa,31/1/2015,26,Unknown,Unknown,Northern Africa,2015,0
2015.MMP00036,2015.MMP00036,Incident,Northern Africa,31/1/2015,1,Unknown,Unknown,Northern Africa,2015,0
2015.MMP00037,2015.MMP00037,Incident,Western Asia,2/2/2015,3,Unknown,Eastern Africa (P),Uncategorized,2015,0
2015.MMP00038,2015.MMP00038,Incident,Western Asia,2/2/2015,3,Ethiopia,Eastern Africa,Uncategorized,2015,33
2015.MMP00039,2015.MMP00039,Incident,North America,6/2/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00040,2015.MMP00040,Incident,North America,6/2/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00041,2015.MMP00041,Incident,Mediterranean,7/2/2015,7,Iraq,Western / Southern Asia,Uncategorized,2015,2
2015.MMP00042,2015.MMP00042,Incident,Mediterranean,8/2/2015,29,Côte d'Ivoire,Western Africa,Uncategorized,2015,0
2015.MMP00043,2015.MMP00043,Incident,Mediterranean,9/2/2015,0,Senegal,Western Africa,Uncategorized,2015,307
2015.MMP00044,2015.MMP00044,Incident,Europe,14/2/2015,1,Ethiopia,Eastern Africa,Western Europe,2015,0
2015.MMP00045,2015.MMP00045,Incident,North America,18/2/2015,1,El Salvador,Central America,Northern America,2015,0
2015.MMP00046,2015.MMP00046,Incident,North America,18/2/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00047,2015.MMP00047,Incident,North America,21/2/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00048,2015.MMP00048,Incident,North America,21/2/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00049,2015.MMP00049,Incident,North America,23/2/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00050,2015.MMP00050,Incident,Central America,24/2/2015,1,Honduras,Central America,Central America,2015,0
2015.MMP00051,2015.MMP00051,Incident,Eastern Asia,27/2/2015,0,Unknown,Eastern Asia (P),Eastern Asia,2015,15
2015.MMP00052,2015.MMP00052,Incident,Northern Africa,28/2/2015,5,Unknown,Unknown,Northern Africa,2015,0
2015.MMP00053,"2015.MMP0005352, 2015.MMP0005353, 2015.MMP0005354, 2015.MMP0005355",Split Incident,North America,28/2/2015,6,"Unknown, Mexico, El Salvador, Guatemala","Latin America / Caribbean (P), Central America",Northern America,2015,0
2015.MMP00054,2015.MMP00054,Incident,Mediterranean,3/3/2015,10,Eritrea,Unknown,Uncategorized,2015,40
2015.MMP00055,2015.MMP00055,Incident,Caribbean,3/3/2015,1,Haiti,Caribbean,Caribbean,2015,0
2015.MMP00056,2015.MMP00056,Incident,Central America,6/3/2015,1,Honduras,Central America,Central America,2015,0
2015.MMP00057,2015.MMP00057,Incident,North America,6/3/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00058,2015.MMP00058,Incident,Western Africa,4/3/2015,0,Unknown,Sub-Saharan Africa (P),Uncategorized,2015,25
2015.MMP00059,2015.MMP00059,Incident,Central America,4/3/2015,1,Ecuador,South America,Central America,2015,0
2015.MMP00060,2015.MMP00060,Incident,Central America,6/3/2015,1,Mexico,Central America,Central America,2015,0
2015.MMP00061,2015.MMP00061,Incident,North America,6/3/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00062,2015.MMP00062,Incident,Northern Africa,8/3/2015,4,Unknown,Unknown,Northern Africa,2015,0
2015.MMP00063,2015.MMP00063,Incident,Western Asia,9/3/2015,42,Unknown,Eastern Africa (P),Eastern Africa,2015,0
2015.MMP00064,2015.MMP00064,Incident,Central America,9/3/2015,1,Unknown,Latin America / Caribbean (P),Central America,2015,0
2015.MMP00065,2015.MMP00065,Incident,Western Asia,10/3/2015,2,Iraq,Western Asia,Western Asia,2015,0
2015.MMP00066,2015.MMP00066,Incident,Northern Africa,11/3/2015,4,Unknown,Unknown,Northern Africa,2015,8
2015.MMP00067,2015.MMP00067,Incident,Central America,11/3/2015,1,Unknown,Latin America / Caribbean (P),Central America,2015,0
2015.MMP00068,2015.MMP00068,Incident,North America,17/3/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00069,2015.MMP00069,Incident,North America,17/3/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00070,2015.MMP00070,Incident,North America,17/3/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00071,2015.MMP00071,Incident,Mediterranean,17/3/2015,5,Syrian Arab Republic,Western Asia,Uncategorized,2015,3
2015.MMP00072,2015.MMP00072,Incident,Central America,17/3/2015,9,Guatemala,Central America,Central America,2015,0
2015.MMP00073,"2015.MMP0007375, 2015.MMP0007376",Split Incident,Central America,17/3/2015,6,"Unknown, Honduras","Latin America / Caribbean (P), Central America",Central America,2015,0
2015.MMP00074,2015.MMP00074,Incident,Mediterranean,19/3/2015,3,Nigeria,Sub-Saharan Africa (P),Uncategorized,2015,0
2015.MMP00075,2015.MMP00075,Incident,North America,24/3/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00076,2015.MMP00076,Incident,North America,26/3/2015,1,Mexico,Central America,Northern America,2015,0
2015.MMP00077,2015.MMP00077,Incident,Central America,29/3/2015,1,Dominican Republic,Caribbean,Central America,2015,0
2015.MMP00078,2015.MMP00078,Incident,Northern Africa,29/3/2015,4,Unknown,Eastern Africa (P),Northern Africa,2015,0
2015.MMP00079,2015.MMP00079,Incident,North America,31/3/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
2015.MMP00080,2015.MMP00080,Incident,Western Africa,1/3/2015,3,Unknown,Unknown,Western Africa,2015,0
2015.MMP00081,2015.MMP00081,Incident,Northern Africa,31/3/2015,2,Unknown,Unknown,Northern Africa,2015,0
2015.MMP00082,2015.MMP00082,Incident,Northern Africa,1/3/2015,2,Unknown,Unknown,Northern Africa,2015,0
2015.MMP00083,2015.MMP00083,Incident,Northern Africa,31/3/2015,1,Unknown,Unknown,Northern Africa,2015,0
2015.MMP00084,2015.MMP00084,Incident,Northern Africa,31/3/2015,2,Unknown,Unknown,Northern Africa,2015,0
2015.MMP00085,2015.MMP00085,Cumulative Incident,South-eastern Asia,31/3/2015,0,Myanmar,South-eastern Asia,South-eastern Asia,2015,243
2015.MMP00086,2015.MMP00086,Cumulative Incident,South-eastern Asia,31/3/2015,0,Myanmar,South-eastern Asia,South-eastern Asia,2015,130
2015.MMP00087,2015.MMP00087,Incident,Eastern Africa,2/4/2015,1,Unknown,Eastern Africa (P),Eastern Africa,2015,0
2015.MMP00088,2015.MMP00088,Incident,Eastern Africa,2/4/2015,2,Unknown,Eastern Africa (P),Eastern Africa,2015,0
2015.MMP00089,2015.MMP00089,Incident,Caribbean,3/4/2015,1,Cuba,Caribbean,Caribbean,2015,0
2015.MMP00090,2015.MMP00090,Incident,North America,6/4/2015,1,Unknown,Latin America / Caribbean (P),Northern America,2015,0
